time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.position.z,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w,.pose.covariance
2022/07/12/22:54:18.400733,1093,1537392899,749617656,/world,-0.0440376549959,0.0203486364335,-1.26645934582,0.112018177507,-0.378873434318,-0.703822319385,0.590373604938,"(4.585888018482365e-05, -8.718633921489527e-07, 9.196683095069602e-06, 2.532993494241964e-05, -3.370770355104469e-05, -1.572220389789436e-05, -8.719445077076671e-07, 5.855191921000369e-05, -2.6502433684072457e-05, 2.203627627750393e-05, 3.498886144370772e-05, -1.242847531557345e-07, 9.196473001793493e-06, -2.650246096891351e-05, 1.7467511497670785e-05, -8.602068191976286e-06, -2.46606159635121e-05, -3.2856091820576694e-06, 2.5331179131171666e-05, 2.2036379959899932e-05, -8.602310117566958e-06, 3.5663077142089605e-05, -1.3800262195218238e-06, -7.847490451240446e-06, -3.370943886693567e-05, 3.4988930565305054e-05, -2.4660439521539956e-05, -1.3811106782668503e-06, 5.465563663165085e-05, 1.2912034435430542e-05, -1.5719730072305538e-05, -1.2473628885345533e-07, -3.2860812098078895e-06, -7.8458251664415e-06, 1.290981708734762e-05, 3.967337033827789e-05)"
2022/07/12/22:54:18.431301,1094,1537392899,782790656,/world,-0.0509589910507,0.0287537220865,-1.26496219635,0.102264679389,-0.381883980281,-0.694875008097,0.600712329661,"(4.583283589454368e-05, -2.810051569213101e-07, 8.529186743544415e-06, 2.501555900380481e-05, -3.3499156415928155e-05, -1.6511345165781677e-05, -2.7775527655649057e-07, 5.766117828898132e-05, -2.7690975912264548e-05, 2.1147847292013466e-05, 3.432049561524764e-05, -1.0870448541311362e-08, 8.52735320222564e-06, -2.769375714706257e-05, 1.866332058853004e-05, -9.189429874822963e-06, -2.509473415557295e-05, -3.2740545066189952e-06, 2.50400225922931e-05, 2.1155665308469906e-05, -9.192609468300361e-06, 3.508799272822216e-05, -1.1981323950749356e-06, -7.66442644817289e-06, -3.355698936502449e-05, 3.4319120459258556e-05, -2.509413388906978e-05, -1.223802314598288e-06, 5.405838237493299e-05, 1.3398608643910848e-05, -1.6589669030508958e-05, -1.685018347075129e-08, -3.2711177482269704e-06, -7.701454705966171e-06, 1.3488122931448743e-05, 4.020481719635427e-05)"
2022/07/12/22:54:18.447861,1095,1537392899,816596219,/world,-0.046670652926,0.0294715482742,-1.26058900356,0.0862147533053,-0.371679771813,-0.681889714282,0.624057369623,"(4.471597640076652e-05, -9.42828037864274e-09, 7.631899279658683e-06, 2.457003756717313e-05, -3.227942215744406e-05, -1.6442701962660067e-05, -1.0699720220941344e-08, 5.601498924079351e-05, -2.7540343580767512e-05, 1.989348493225407e-05, 3.435188773437403e-05, 6.192331625243241e-07, 7.632822416780982e-06, -2.75421334663406e-05, 1.862442513811402e-05, -9.24380492506316e-06, -2.4875140297808684e-05, -3.311226237201481e-06, 2.456944639561698e-05, 1.9895262084901333e-05, -9.24480536923511e-06, 3.434262180235237e-05, -9.458316867494432e-07, -7.160992026911117e-06, -3.228193236282095e-05, 3.4356547985225916e-05, -2.487819074303843e-05, -9.433911145606544e-07, 5.328578845364973e-05, 1.3356063391256612e-05, -1.6438976672361605e-05, 6.116274562373292e-07, -3.306980715933605e-06, -7.1642671173322015e-06, 1.3342573765839916e-05, 4.038765109726228e-05)"
2022/07/12/22:54:18.476884,1096,1537392899,849770219,/world,-0.0381247065961,0.026118658483,-1.25599658489,0.0760034473025,-0.360210097308,-0.673535052296,0.640954571071,"(4.292560333851725e-05, 2.552282865053712e-07, 6.528523499582661e-06, 2.4348577426280826e-05, -3.0378827432286926e-05, -1.592597436683718e-05, 2.5220546717719117e-07, 5.3832838602829725e-05, -2.6334479116485454e-05, 1.865161357272882e-05, 3.4809538192348555e-05, 1.4607938965127687e-06, 6.531974122481188e-06, -2.6348026949563064e-05, 1.759087899699807e-05, -8.928393981477711e-06, -2.4176504666684195e-05, -3.386749540368328e-06, 2.4356069843634032e-05, 1.867363607743755e-05, -8.938798600865994e-06, 3.391189602552913e-05, -8.465484029329673e-07, -6.7423625296214595e-06, -3.041201489395462e-05, 3.483260661596432e-05, -2.4192777345888317e-05, -8.389845334022539e-07, 5.27809897903353e-05, 1.3081701581540983e-05, -1.5946603525662795e-05, 1.45057322242792e-06, -3.375213964318391e-06, -6.749815838702489e-06, 1.3089188541925978e-05, 4.073128366144374e-05)"
2022/07/12/22:54:18.508454,1097,1537392899,882941219,/world,-0.0178242772818,0.016007354483,-1.24928438663,0.0602882287371,-0.337323171389,-0.658638966593,0.669905349539,"(4.047829133924097e-05, 5.108090590510983e-07, 5.290187345963204e-06, 2.4205992303905077e-05, -2.771413346636109e-05, -1.4926493349776138e-05, 5.03364390169736e-07, 5.1069786422885954e-05, -2.4285935069201514e-05, 1.732675991661381e-05, 3.547534652170725e-05, 2.4042992663453333e-06, 5.297371444612509e-06, -2.4305500119226053e-05, 1.5817022358532995e-05, -8.32127443572972e-06, -2.3011985831544735e-05, -3.4483891795389354e-06, 2.4209470211644657e-05, 1.735718979034573e-05, -8.336369319295045e-06, 3.343141725054011e-05, -7.541564173152437e-07, -6.413499704649439e-06, -2.7755122573580593e-05, 3.551190093276091e-05, -2.3039436200633645e-05, -7.408000328723574e-07, 5.218976366450079e-05, 1.2546624930109829e-05, -1.493831405241508e-05, 2.4094031232380075e-06, -3.4427946502546547e-06, -6.380178547260584e-06, 1.2536549547803588e-05, 4.0677965444047004e-05)"
2022/07/12/22:54:18.541393,1098,1537392899,916135219,/world,0.0226518362761,-0.00621025729924,-1.24042284489,0.039543777121,-0.294789580571,-0.631051451522,0.71645619426,"(3.74494593415875e-05, 8.151985184667865e-07, 4.0122417885868344e-06, 2.4159246095223352e-05, -2.4315975679201074e-05, -1.3456356100505218e-05, 8.133762321449467e-07, 4.7658129915362224e-05, -2.1537540305871516e-05, 1.594127570569981e-05, 3.603707955335267e-05, 3.4337263059569523e-06, 4.013664238300407e-06, -2.153882451239042e-05, 1.3562212188844569e-05, -7.469102911272785e-06, -2.136086914106272e-05, -3.4972463254234754e-06, 2.415956259937957e-05, 1.5941257515805773e-05, -7.469006050087046e-06, 3.3114141842816025e-05, -6.463348540819425e-07, -6.184031462908024e-06, -2.4322212993865833e-05, 3.604247103794478e-05, -2.1365065549616702e-05, -6.470864946095389e-07, 5.142210648045875e-05, 1.1861302482429892e-05, -1.3457154636853375e-05, 3.4351592148595955e-06, -3.4980773762072204e-06, -6.182951437949669e-06, 1.186390727525577e-05, 3.992914207628928e-05)"
2022/07/12/22:54:18.541648,1099,1537392899,949917782,/world,0.051339853555,-0.0228849388659,-1.23608744144,0.0277886017842,-0.260330584359,-0.611096759043,0.747005073342,"(3.3809254091465846e-05, 1.0764769058368984e-06, 2.8634913178393617e-06, 2.4027525796554983e-05, -2.0375935491756536e-05, -1.1417249879741576e-05, 1.0597038908599643e-06, 4.3385451135691255e-05, -1.8249924323754385e-05, 1.436369348084554e-05, 3.622390431701206e-05, 4.180289124633418e-06, 2.8734964416798903e-06, -1.829351640481036e-05, 1.10856653918745e-05, -6.357278380164644e-06, -1.9348852219991386e-05, -3.4595611850818386e-06, 2.402105019427836e-05, 1.4407636626856402e-05, -6.380433660524432e-06, 3.281383396824822e-05, -4.522771348547394e-07, -5.739045263908338e-06, -2.0416024199221283e-05, 3.634933818830177e-05, -1.9420198441366665e-05, -4.0489882735528226e-07, 5.0785569328581914e-05, 1.083678853319725e-05, -1.1402535164961591e-05, 4.0920913306763396e-06, -3.4107674764527474e-06, -5.73596844333224e-06, 1.0659651707101148e-05, 3.823990118689835e-05)"
2022/07/12/22:54:18.571797,1100,1537392899,983097782,/world,0.0868787318468,-0.0440188795328,-1.23179376125,0.0171235378625,-0.215627692173,-0.586356080715,0.780639507661,"(2.9675236874027178e-05, 1.0960010285998578e-06, 1.9530507415765896e-06, 2.371634400333278e-05, -1.6159263395820744e-05, -9.015854629979003e-06, 1.0869440529859276e-06, 3.863222445943393e-05, -1.4389279385795817e-05, 1.2544751371024176e-05, 3.6058998375665396e-05, 5.001561021344969e-06, 1.9578169485612307e-06, -1.4422219464904629e-05, 8.379208338737953e-06, -4.917092155665159e-06, -1.661625356064178e-05, -3.3180567697854713e-06, 2.371045047766529e-05, 1.2582348972500768e-05, -4.934071512252558e-06, 3.256565105402842e-05, -2.3419559624926478e-07, -5.351851996238111e-06, -1.6182613762794062e-05, 3.617541369749233e-05, -1.6675874576321803e-05, -1.95144949088899e-07, 5.0395534344716e-05, 9.8291475296719e-06, -9.037606105266605e-06, 5.000524197384948e-06, -3.315552248750464e-06, -5.280568529997254e-06, 9.809637049329467e-06, 3.6878442188026384e-05)"
2022/07/12/22:54:18.583471,1101,1537392900,16264782,/world,0.136013999581,-0.0723467990756,-1.23053538799,0.00944095313229,-0.150454328928,-0.551269569852,0.820595047746,"(2.515243977541104e-05, 8.668018836033298e-07, 1.375940655634622e-06, 2.3005708499113098e-05, -1.2041733498335816e-05, -6.282248705247184e-06, 8.653800591673644e-07, 3.351332634338178e-05, -1.0228235623799264e-05, 1.050862374540884e-05, 3.525405554682948e-05, 5.601707471214468e-06, 1.376621071358386e-06, -1.0245394150842912e-05, 5.80967480345862e-06, -3.1816377941140672e-06, -1.3154153748473618e-05, -3.0072033041506074e-06, 2.301060885656625e-05, 1.052435709425481e-05, -3.1890886020846665e-06, 3.250732697779313e-05, 1.0029162922364776e-07, -4.956318207405275e-06, -1.2049346878484357e-05, 3.534469215082936e-05, -1.3191708603699226e-05, 1.3654947395025374e-07, 5.044028876000084e-05, 8.594710379838943e-06, -6.298309926933143e-06, 5.682746632373892e-06, -3.0416338177019497e-06, -4.892592642136151e-06, 8.732599781069439e-06, 3.560867116902955e-05)"
2022/07/12/22:54:18.623891,1102,1537392900,49434782,/world,0.225831627846,-0.12319342047,-1.23854124546,0.0126277998126,-0.00620419439025,-0.481040795589,0.876585316149,"(2.0535275325528346e-05, 4.3566322460719675e-07, 1.1108453463748447e-06, 2.167509592254646e-05, -8.533818800060544e-06, -3.393485258129658e-06, 4.451017616702302e-07, 2.827672869898379e-05, -6.132430826255586e-06, 8.306974450533744e-06, 3.3634503779467195e-05, 5.9325875554350205e-06, 1.107745561057527e-06, -6.143040536699118e-06, 3.7749293824163033e-06, -1.2043575452480582e-06, -9.0462735897745e-06, -2.552515752540785e-06, 2.168523678847123e-05, 8.33420745038893e-06, -1.213957034451596e-06, 3.272339381510392e-05, 5.840396397616132e-07, -4.474244633456692e-06, -8.508781320415437e-06, 3.371071943547577e-05, -9.071031854546163e-06, 6.473339908552589e-07, 5.10094323544763e-05, 7.443893082381692e-06, -3.386990101716947e-06, 5.945926204731222e-06, -2.561204837547848e-06, -4.432849436852848e-06, 7.405214091704693e-06, 3.506504071992822e-05)"
2022/07/12/22:54:18.656870,1103,1537392900,82564277,/world,0.264417618513,-0.144036456943,-1.24248301983,0.0205373286418,0.0666228406691,-0.445361910269,0.892632305412,"(1.6189878806471825e-05, -2.7553826953408134e-07, 9.719517493067542e-07, 1.934441206685733e-05, -6.300297627603868e-06, -3.043353444809327e-07, -2.629797393183253e-07, 2.3044683985062875e-05, -1.984230038942769e-06, 5.99753184360452e-06, 3.107066368102096e-05, 5.973925453872653e-06, 9.686717703516479e-07, -1.9925066681025783e-06, 2.433610916341422e-06, 1.0101251746164053e-06, -3.7130696455278667e-06, -1.7706354356050724e-06, 1.9370057998457924e-05, 6.003099770168774e-06, 1.0092243201142992e-06, 3.299985473859124e-05, 1.3707912103200215e-06, -3.842633759632008e-06, -6.25865413894644e-06, 3.1156632758211344e-05, -3.7324091408663662e-06, 1.4366414688993245e-06, 5.211193274590187e-05, 6.366261004586704e-06, -2.885782635075884e-07, 5.993811555526918e-06, -1.7812968735597678e-06, -3.836390987999039e-06, 6.386344011843903e-06, 3.4273991332156584e-05)"
2022/07/12/22:54:18.695069,1104,1537392900,115745277,/world,0.302658677101,-0.162763252854,-1.24780571461,0.0333525444062,0.14675420323,-0.405443099493,0.901646662706,"(1.3200027751736343e-05, -1.116637690756761e-06, 7.518062830058625e-07, 1.5728921425761655e-05, -6.199096333148191e-06, 2.745802703429945e-06, -1.1000815902661998e-06, 1.8165388610213995e-05, 1.6325616343237925e-06, 3.6554592952597886e-06, 2.755681452981662e-05, 5.626966412819456e-06, 7.483750437131675e-07, 1.6282929209410213e-06, 2.41304155679245e-06, 3.260537141613895e-06, 2.3465588583349017e-06, -4.879969424109731e-07, 1.5749537851661444e-05, 3.68124551641813e-06, 3.2564410048507852e-06, 3.361133349244483e-05, 2.272020083182724e-06, -3.0552371299563674e-06, -6.136254341981839e-06, 2.7675641831592657e-05, 2.332651320102741e-06, 2.387546828686027e-06, 5.339571362128481e-05, 5.407514890976017e-06, 2.7480452899908414e-06, 5.597209110419499e-06, -4.92373601446161e-07, -3.0904036520951195e-06, 5.263942057354143e-06, 3.388666664250195e-05)"
2022/07/12/22:54:18.695689,1105,1537392900,148904277,/world,0.359801948071,-0.191008225083,-1.25829720497,0.0621987045612,0.266468930734,-0.332385233165,0.902577250271,"(1.2899863577331416e-05, -2.0012957975268364e-06, 3.133250459086412e-07, 1.0720164027588908e-05, -8.81385767570464e-06, 5.403247541835299e-06, -1.99990745386458e-06, 1.3909771041653585e-05, 4.330756837589433e-06, 1.4983523897171835e-06, 2.3454225811292417e-05, 4.823919880436733e-06, 3.130109860194352e-07, 4.330536739871604e-06, 3.984199793194421e-06, 5.007522759115091e-06, 8.435220479441341e-06, 1.3098127737976029e-06, 1.0725309039116837e-05, 1.5034202078823e-06, 5.006218543712748e-06, 3.439174543018453e-05, 3.1966796996130142e-06, -2.1072960407764185e-06, -8.802648153505288e-06, 2.3467768187401816e-05, 8.432574759353884e-06, 3.2402706438006135e-06, 5.4686690418748185e-05, 4.621179868991021e-06, 5.396711003413657e-06, 4.81687993669766e-06, 1.3116884929331718e-06, -2.1337782527552918e-06, 4.562964477372589e-06, 3.378692417754792e-05)"
2022/07/12/22:54:18.737056,1106,1537392900,182082277,/world,0.409856647253,-0.215042889118,-1.26419448853,0.0925342324885,0.335662726622,-0.257422339678,0.901388761153,"(1.5485933545278385e-05, -2.9220709620858543e-06, -1.7706824451124703e-08, 5.0365179049549624e-06, -1.3207371011958458e-05, 7.117437235137913e-06, -2.921787199738901e-06, 1.060978502209764e-05, 5.623556262435159e-06, 6.842514466143257e-08, 1.9676586816785857e-05, 3.495085366012063e-06, -1.7343658953450358e-08, 5.624216555588646e-06, 6.65885318085202e-06, 5.7996071518573444e-06, 1.2982083717361093e-05, 3.184426759617054e-06, 5.0340504458290525e-06, 6.505474914320075e-08, 5.795563083665911e-06, 3.5211589420214295e-05, 4.219062702759402e-06, -9.62472086030175e-07, -1.321135277976282e-05, 1.9671539121191017e-05, 1.2975428035133518e-05, 4.26040878664935e-06, 5.601286829914898e-05, 3.884546913468512e-06, 7.121792350517353e-06, 3.50110121871694e-06, 3.192230451531941e-06, -1.0084135055876686e-06, 3.8115692859719275e-06, 3.403706432436593e-05)"
2022/07/12/22:54:18.741110,1107,1537392900,215213772,/world,0.432456582785,-0.225180804729,-1.26717162132,0.104402501416,0.348779220391,-0.220836281027,0.90481186903,"(1.8192273273598403e-05, -3.866618499159813e-06, 9.867464179080798e-09, 7.672333879327198e-08, -1.654907282500062e-05, 7.745041330053937e-06, -3.866301995003596e-06, 8.269532372651156e-06, 5.385265467339195e-06, -5.461153591568291e-07, 1.6612468243693e-05, 1.8167913822253468e-06, 1.0371275394049917e-08, 5.386185421230039e-06, 8.792086191533599e-06, 5.56126951778424e-06, 1.4801654288021382e-05, 4.294381142244674e-06, 7.573865445920092e-08, -5.477643298945623e-07, 5.5587511269550305e-06, 3.4953867725562304e-05, 4.680814981838921e-06, -5.081018912278523e-07, -1.6551362932659686e-05, 1.6608859368716367e-05, 1.4795947208767757e-05, 4.691793037636671e-06, 5.584428436122835e-05, 2.8359768293739762e-06, 7.74764430389041e-06, 1.821169121285493e-06, 4.301655735616805e-06, -5.205684487918916e-07, 2.8071992801415036e-06, 3.3737451303750277e-05)"
2022/07/12/22:54:18.776267,1108,1537392900,248377772,/world,0.463378638029,-0.237860843539,-1.26547157764,0.127169152471,0.346785849246,-0.154342074496,0.916376608055,"(1.910355240397621e-05, -4.622250799002359e-06, 8.695090514265758e-08, -3.379842155482038e-06, -1.7800266505219042e-05, 7.786156857036985e-06, -4.621520020009484e-06, 6.829432095400989e-06, 4.449823336472036e-06, -5.134756975166965e-07, 1.4484469829767477e-05, 3.0149624308251077e-07, 8.823897701404348e-08, 4.452338544069789e-06, 9.732502803672105e-06, 4.9681229938869365e-06, 1.5145309589570388e-05, 4.593620360537898e-06, -3.380936504981946e-06, -5.154544737706601e-07, 4.964893832948292e-06, 3.481270687188953e-05, 4.805904609384015e-06, -3.690247183385509e-07, -1.780586717359256e-05, 1.4476146134256851e-05, 1.5131057807593606e-05, 4.81739789393032e-06, 5.550390778807923e-05, 1.8153853034164058e-06, 7.793330041749869e-06, 3.1262280231203476e-07, 4.613308647094527e-06, -3.8353610420927e-07, 1.7469370732214884e-06, 3.3456301025580615e-05)"
2022/07/12/22:54:18.817698,1109,1537392900,281549772,/world,0.473558187485,-0.241843044758,-1.26410591602,0.140669335484,0.334011338278,-0.115956743219,0.924771655741,"(1.834396789490711e-05, -5.224545475357445e-06, 5.415319392909623e-08, -5.690217221854255e-06, -1.7348917026538402e-05, 7.458685104211327e-06, -5.224456344876671e-06, 6.069252322049579e-06, 3.3880749015224865e-06, 2.6510363682064053e-08, 1.2979298844584264e-05, -9.477450930717168e-07, 5.460638874410506e-08, 3.388047389307758e-06, 9.75495368038537e-06, 4.5978508751431946e-06, 1.4805034879827872e-05, 4.461845946934773e-06, -5.69322628507507e-06, 2.632206275166027e-08, 4.597261977323797e-06, 3.465808913460933e-05, 4.74285525342566e-06, -4.498035650613019e-07, -1.7355387171846814e-05, 1.2979164239368401e-05, 1.480365881434409e-05, 4.751622782350751e-06, 5.4869648010935634e-05, 1.0005892363551538e-06, 7.465564067388186e-06, -9.475954243498563e-07, 4.463478489924455e-06, -4.5923704306005675e-07, 9.794463267098763e-07, 3.343974458402954e-05)"
2022/07/12/22:54:18.850475,1110,1537392900,314722772,/world,0.477196723223,-0.24148991704,-1.26269650459,0.153339920338,0.315283879829,-0.0804534907591,0.93306493746,"(1.6736890756874345e-05, -5.6422418310830835e-06, -1.0463057265042153e-07, -7.199758783826837e-06, -1.598650123924017e-05, 6.9647740019718185e-06, -5.64228093935526e-06, 5.743993369833333e-06, 2.422769284748938e-06, 8.21619266844209e-07, 1.1674349480017554e-05, -1.9678400349221192e-06, -1.0464582089753094e-07, 2.4229711925727315e-06, 9.326502549811266e-06, 4.464592620934127e-06, 1.4212647329259198e-05, 4.158098363404861e-06, -7.1998460953182075e-06, 8.217489266826306e-07, 4.464652192837093e-06, 3.430491778999567e-05, 4.571768840833101e-06, -7.405912469948817e-07, -1.5986597645678557e-05, 1.1675200767058413e-05, 1.421309934812598e-05, 4.572070338326739e-06, 5.397181666921824e-05, 2.9085975938869524e-07, 6.964848580537364e-06, -1.9668639197334414e-06, 4.158630417805398e-06, -7.404737516480964e-07, 2.9302756843208044e-07, 3.3603144402150065e-05)"
2022/07/12/22:54:18.851045,1111,1537392900,347847267,/world,0.472072392702,-0.237049594522,-1.26221752167,0.167774436687,0.287752989055,-0.0443401637606,0.941851316798,"(1.4569391169061419e-05, -5.807460183859803e-06, -3.2862041621228855e-07, -8.156388503266498e-06, -1.3797050996799953e-05, 6.235210094018839e-06, -5.91660773352487e-06, 5.731728379032575e-06, 1.6380497527279658e-06, 1.7592998347026878e-06, 1.0358814506616909e-05, -2.7695837161445525e-06, -3.5349501104064984e-07, 1.6796313957456732e-06, 8.617050298198592e-06, 4.54730889032362e-06, 1.3354610018723179e-05, 3.766655709114275e-06, -8.247998266597278e-06, 1.8139586472898372e-06, 4.74386615678668e-06, 3.365257725818083e-05, 4.405144863994792e-06, -1.2098018942197086e-06, -1.4229564840206876e-05, 1.0613256563374307e-05, 1.3688060789718293e-05, 4.689239176514093e-06, 5.212617543293163e-05, -8.19238934468558e-08, 6.141840003692778e-06, -2.721437340369448e-06, 3.84948316423106e-06, -6.55823782835796e-07, 5.7627357108458455e-08, 3.357343302923255e-05)"
2022/07/12/22:54:18.885694,1112,1537392900,381020267,/world,0.45527535677,-0.226263925433,-1.2629982233,0.183513658071,0.25102412601,-0.0101091348224,0.950372301106,"(1.222364153363742e-05, -5.76355205339496e-06, -5.656367534356832e-07, -8.455086572212167e-06, -1.1317863027215935e-05, 5.426140887720976e-06, -5.863031674380181e-06, 5.964116098766681e-06, 1.0755619541669148e-06, 2.683178536244668e-06, 9.102246622205712e-06, -3.4341774153290316e-06, -5.992892511130776e-07, 1.106062654798734e-06, 7.817108780727722e-06, 4.880621872871416e-06, 1.2283219803066459e-05, 3.3502296901133377e-06, -8.595571671321522e-06, 2.7396686164138373e-06, 5.038739345764043e-06, 3.281532190158032e-05, 4.056010766362306e-06, -1.7131703771156026e-06, -1.165779849543469e-05, 9.31692193262279e-06, 1.2589933248818852e-05, 4.333415290602716e-06, 5.000131932320073e-05, -3.0560690333913954e-07, 5.318029252521228e-06, -3.3646133488218766e-06, 3.422270083319745e-06, -1.2075718132109614e-06, -1.406455538699447e-07, 3.329417813802138e-05)"
2022/07/12/22:54:18.890132,1113,1537392900,414193267,/world,0.433466494083,-0.212173849344,-1.26382386684,0.19588144217,0.213447257881,0.0138230633109,0.957016037801,"(9.880964171316009e-06, -5.486011104949284e-06, -7.828736556803051e-07, -8.22148285806179e-06, -8.79689832800068e-06, 4.561534296954051e-06, -5.573074759013252e-06, 6.3395800680154935e-06, 7.371805850198143e-07, 3.4736401630652836e-06, 7.904314770712517e-06, -3.959749392379308e-06, -8.138503062582458e-07, 7.592065003336756e-07, 7.018257747404277e-06, 5.3656108320865314e-06, 1.1005966371158138e-05, 2.9087543680361705e-06, -8.382663509109989e-06, 3.540821580827469e-06, 5.5146447266452014e-06, 3.159822153975256e-05, 3.5477221445034957e-06, -2.522195018173079e-06, -9.043926183949225e-06, 8.064074791036546e-06, 1.1272304618614726e-05, 3.7730944768554764e-06, 4.7687150072306395e-05, -4.922458742839808e-07, 4.444293608685257e-06, -3.859483967971755e-06, 2.9904661005275557e-06, -2.055328877759166e-06, -4.193509823835484e-07, 3.228531204513274e-05)"
2022/07/12/22:54:18.934251,1114,1537392900,447369267,/world,0.406501442194,-0.193433091044,-1.26264333725,0.206932261514,0.172282023291,0.0310851721663,0.96256517555,"(7.709365490882192e-06, -4.992832600692054e-06, -9.380383403367887e-07, -7.708973498665728e-06, -6.441115147026721e-06, 3.4678751035244204e-06, -4.999071279598866e-06, 6.782008767913794e-06, 5.989361397951143e-07, 4.114352577744285e-06, 6.886653864057735e-06, -4.211364739603596e-06, -9.343388569504896e-07, 5.995588594487344e-07, 6.336812930385349e-06, 6.102378847572254e-06, 9.748398952069692e-06, 2.600304924271768e-06, -7.752176315989345e-06, 4.1230728129448835e-06, 6.099424354033545e-06, 3.102079062955454e-05, 3.171719981764909e-06, -3.0253443128458457e-06, -6.406210104614729e-06, 6.860500889160903e-06, 9.770557880983688e-06, 3.164652525811107e-06, 4.627872476703487e-05, -7.374624466649493e-09, 3.502516619846574e-06, -4.184933459328022e-06, 2.6327027171646478e-06, -3.062522409891244e-06, 1.1272255306948864e-07, 3.072696927119978e-05)"
2022/07/12/22:54:18.934642,1115,1537392900,480490762,/world,0.381771683693,-0.176695913076,-1.26134002209,0.212955397271,0.131652130205,0.0386313206449,0.96738066339,"(5.722525202145334e-06, -4.239121153659653e-06, -9.779328138392884e-07, -6.7088221840094775e-06, -4.120395260542864e-06, 2.537548880354734e-06, -4.246381195116555e-06, 7.15264195605414e-06, 5.862369221176778e-07, 4.4331527533358894e-06, 5.928659902565414e-06, -4.397127213451313e-06, -9.739939059727476e-07, 5.860689498149441e-07, 5.711664471164113e-06, 6.801432391512208e-06, 8.203072866308503e-06, 2.211465016443981e-06, -6.746324288542382e-06, 4.4464259190135635e-06, 6.793339252908481e-06, 2.994817441503983e-05, 2.7660532850859454e-06, -3.5558705349103548e-06, -4.096690190635854e-06, 5.905184025323251e-06, 8.222407814173494e-06, 2.7606761250353884e-06, 4.4705302570946515e-05, 4.790210823557572e-07, 2.5826091132330475e-06, -4.384445219329791e-06, 2.2475012428913033e-06, -3.6854846712230938e-06, 6.132354997134826e-07, 2.9093311241012998e-05)"
2022/07/12/22:54:18.999983,1116,1537392900,513662762,/world,0.341261446476,-0.147630125284,-1.26285588741,0.213711791866,0.0634485123828,0.0390131538636,0.974053149614,"(3.845819719572319e-06, -3.088042149101966e-06, -8.669897511026647e-07, -5.19209106641938e-06, -1.536949525871023e-06, 1.6192765315281576e-06, -3.093736722803442e-06, 7.265451131388545e-06, 6.733579311912763e-07, 4.40588246419793e-06, 4.950880338583374e-06, -4.419134711497463e-06, -8.636565098640858e-07, 6.740029903085087e-07, 5.066380253992975e-06, 7.476553037122358e-06, 6.025682523613796e-06, 1.726253117340093e-06, -5.213169515627669e-06, 4.411595000419766e-06, 7.467952855222393e-06, 2.9063034162390977e-05, 2.1675330117432168e-06, -3.7870852338528493e-06, -1.516920065114391e-06, 4.924880613543792e-06, 6.04205933996127e-06, 2.1609507712128107e-06, 4.3237821955699474e-05, 9.95640448309132e-07, 1.6600253047727165e-06, -4.4049029384041205e-06, 1.7633149127505021e-06, -3.945371645386331e-06, 1.1283910907877726e-06, 2.805956501106266e-05)"
2022/07/12/22:54:19.000362,1117,1537392900,546838762,/world,0.286638408899,-0.104669161141,-1.26591324806,0.200460468952,-0.0350434308154,0.0247991338323,0.978760739995,"(2.398110382273444e-06, -1.593378101460985e-06, -6.204508622431604e-07, -3.1836427751841256e-06, 1.1165153637193725e-06, 6.674358701275196e-07, -1.6006629266485106e-06, 6.959928214200772e-06, 7.621918030054076e-07, 3.940279384551104e-06, 3.945964635931887e-06, -4.264846666046651e-06, -6.19039667526522e-07, 7.628459570696577e-07, 4.478640221350361e-06, 7.944064236653503e-06, 3.063242047574022e-06, 1.1143894198539783e-06, -3.203247388228192e-06, 3.963201834267238e-06, 7.941254807519726e-06, 2.820580812112894e-05, 1.4823420997345238e-06, -3.9185010791698005e-06, 1.1349908390911878e-06, 3.9071619539754465e-06, 3.071347919103573e-06, 1.4635166962762014e-06, 4.188136153970845e-05, 1.6708480643501389e-06, 6.9575696670654e-07, -4.267317308404017e-06, 1.1346135124767898e-06, -4.042394721182063e-06, 1.788817939996079e-06, 2.7318666980136186e-05)"
2022/07/12/22:54:19.037514,1118,1537392900,580010762,/world,0.23553584516,-0.05964775756,-1.27035963535,0.174026411563,-0.132021866379,-0.000170301552312,0.975850914147,"(1.8331796809434309e-06, 2.5594863117817113e-08, -3.3306164937130234e-07, -9.02259500890068e-07, 3.4056361073453445e-06, -2.809777583934192e-07, 2.5438776418695852e-08, 6.2574467847298365e-06, 7.00203429460089e-07, 3.0857786441629287e-06, 3.0435423923336202e-06, -3.9347346501017455e-06, -3.3237552088394295e-07, 7.045639449643204e-07, 4.214547971059801e-06, 8.019411325221881e-06, -6.362351996358484e-07, 3.1298466751650267e-07, -9.056965382114868e-07, 3.106231815763749e-06, 8.022787369554862e-06, 2.745033816609066e-05, 7.460654956048529e-07, -4.134819846512983e-06, 3.415412493268377e-06, 3.0103963126748567e-06, -6.384756261468283e-07, 7.348771760007367e-07, 4.064255699631758e-05, 2.3898705876490567e-06, -2.6420735821375274e-07, -3.935332642868161e-06, 3.192029112142336e-07, -4.1695225263538305e-06, 2.4814080461510457e-06, 2.694380600587465e-05)"
